text,text_clean,label
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need,0
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,lt gt ish minutes was [num] minutes ago wtf,0
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,how i noe did specify da domain as nusstu still in sch,0
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,your unique user id is [num] for removal send stop to [num] customer services [num],1
Pls pls find out from aunt nike.,pls pls find out from aunt nike,0
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to [num] optout txt eng stop box [num] w [num] wx [num] [num],1
That seems unnecessarily hostile,that seems unnecessarily hostile,0
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call [num] [num] p min [num] stop texts call [num],1
Oh is it! Which brand?,oh is it which brand,0
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x,0
I dont understand your message.,i dont understand your message,0
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case a man was found murdered on lt decimal gt lt gt afternoon [num] his wife called police [num] police questioned everyone [num] wife sir i was sleeping when the murder took place [num] cook i was cooking [num] gardener i was picking vegetables [num] house maid i went [num] d post office [num] children we went [num] play [num] neighbour we went [num] a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant,0
Like a personal sized or what,like a personal sized or what,0
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",call me when you carlos is are here my phone s vibrate is acting up and i might not hear texts,0
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",buzz hey my love i think of you and hope your day goes well did you sleep in i miss you babe i long for the moment we are together again loving smile,0
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,u are subscribed to the best mobile content service in the uk for [num] per [num] days until you send stop to [num] helpline [num],1
How come?,how come,0
He is world famamus....,he is world famamus,0
Sorry i'm not free...,sorry i m not free,0
Oh k :)why you got job then whats up?,oh k why you got job then whats up,0
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,done it but internet connection v slow and can t send it will try again later or first thing tomo,0
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",bill as in are there any letters for me i m expecting one from orange that isn t a bill but may still say orange on it,0
I will take care of financial problem.i will help:),i will take care of financial problem i will help,0
Me i'm not workin. Once i get job...,me i m not workin once i get job,0
Should I have picked up a receipt or something earlier,should i have picked up a receipt or something earlier,0
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",i prefer my free days tues wed fri oso can ask those workin lor,0
"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing we ll work it out then,0
You bad girl. I can still remember them,you bad girl i can still remember them,0
Ok,ok,0
"I think we're going to finn's now, come",i think we re going to finn s now come,0
Its like that hotel dusk game i think. You solve puzzles in a area thing,its like that hotel dusk game i think you solve puzzles in a area thing,0
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs,0
Send to someone else :-),send to someone else,0
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,yup ok i go home look at the timings then i msg again xuhui going to learn on [num] nd may too but her lesson is at [num] am,0
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",oh my god i ve found your number again i m so glad text me back xafter this msgs cst std ntwk chg [num] [num],1
"whatever, im pretty pissed off.",whatever im pretty pissed off,0
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank you winner notified by sms good luck no future marketing reply stop to [num] customer services [num],1
They r giving a second chance to rahul dengra.,they r giving a second chance to rahul dengra,0
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,what to think no one saying clearly ok leave no need to ask her i will go if she come or not,0
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call [num] from landline your complementary [num] tenerife holiday or [num] [num] cash await collection sae t cs po box [num] wa [num] [num] px [num] ppm [num] sender hol offer,1
Tell me whos this pls:-),tell me whos this pls,0
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss no more girl friends make loads of money on ebay or something and give thanks to god,0
U repeat e instructions again. Wat's e road name of ur house?,u repeat e instructions again wat s e road name of ur house,0
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",no its true k do u knw dis no lt gt,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,private your [num] account statement for shows [num] un redeemed s i m points call [num] identifier code [num] expires [num] [num] [num],1
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself,0
Ryder unsold.now gibbs.,ryder unsold now gibbs,0
Ok lor... But buy wat?,ok lor but buy wat,0
Much better now thanks lol,much better now thanks lol,0
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose needs water season needs change poet needs imagination my phone needs ur sms and i need ur lovely frndship forever,0
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",will u meet ur dream partner soon is ur career off [num] a flyng start [num] find out free txt horo followed by ur star sign e g horo aries,1
"Yes..but they said its IT.,",yes but they said its it,0
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,have a safe trip to nigeria wish you happiness and very soon company to share moments with,0
Please sen :)my kind advice :-)please come here and try:-),please sen my kind advice please come here and try,0
I re-met alex nichols from middle school and it turns out he's dealing!,i re met alex nichols from middle school and it turns out he s dealing,0
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat so late still early mah or we juz go [num] dinner lor aiya i dunno,0
